name,n_pp
LD,11805858373541100
LD,8025868263203390
LD,5456152304956410
LD,3709205907402680
LD,2521595383323840
LD,1714233028723420
LD,1165371294677590
LD,792243663227892
LD,538583732664110
LD,366140431906853
LD,248909886632309
LD,169214121799025
LD,115035282002997
LD,78203378986329.2
LD,53164284671214.7
LD,36142187179966.9
LD,24570211003785.5
LD,16703340741724.2
LD,11355278601366.8
LD,7719554650418.29
LD,5247913842106.66
LD,3567640983648.04
LD,2425356528907.96
LD,1648807788347.24
LD,1120893798216.56
LD,762006885954.79
LD,518028098780.762
LD,352166246170.776
LD,239409911061.577
LD,162755811582.737
LD,110644762854.311
LD,75218590445.5831
LD,51135143861.4782
LD,34762718044.9209
LD,23632404345.9987
LD,16065787311.6076
LD,10921845213.7783
LD,7424887760.84506
LD,5047584572.33462
LD,3431445501.76548
LD,2332761505.21763
LD,1585854118.87213
LD,1078091689.19161
LD,732904886.451727
LD,498240297.576104
LD,338710938.450585
LD,230260009.02456
LD,156533203.146035
LD,106412529.442657
LD,72339751.564323
LD,49176628.0810335
LD,33430079.9392902
LD,22725443.2504351
LD,15448375.6356995
LD,10501416.7562741
LD,7138493.13396667
LD,4852411.11438955
LD,3298372.2658431
LD,2241977.57505954
LD,1523879.6335661
LD,1035752.47258243
LD,703955.3698544
LD,478427.178387987
LD,325136.472130317
LD,220949.011396945
LD,150138.55131115
LD,102014.829806306
LD,69311.0372704975
LD,47087.5973272168
LD,31986.9461999517
LD,21726.9275636797
LD,14756.4024104671
LD,10021.1351731058
LD,6804.64699325599
LD,4620.03226763641
LD,3136.42013904383
LD,2128.98743209888
LD,1444.98150040243
LD,980.626166398625
LD,665.425516147056
LD,451.496294658745
LD,306.31831484233
LD,207.808046664741
LD,140.971166928984
LD,95.6281973084456
LD,64.8693839764008
LD,44.0051129801206
LD,29.8530243143666
LD,20.2538783320293
LD,13.7428190714595
LD,9.32618975213106
LD,6.33003345292998
LD,4.29727154698449
LD,2.9179313671474
LD,1.98180836074187
LD,1.34635448492874
LD,0.914898695046172
LD,0.621877180135076
LD,0.422818434184921
LD,0.287553022765091
LD,0.195610064725734
LD,0.133096264916425
LD,0.0905799571369061
LD,0.0616564434276581
LD,0.0419751370035229
LD,0.0285798215102748
LD,0.0194610674255532
LD,0.0132525597373792
LD,0.00902508262201627
LD,0.00614597797734592
LD,0.00418510440163278
LD,0.0028497046246295
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
LD,0
KI_LD,9.34861648502393e+23
KI_LD,6.35538407985022e+23
KI_LD,4.32052238607903e+23
KI_LD,2.9371810505983e+23
KI_LD,1.99675681621059e+23
KI_LD,1.35743684655438e+23
KI_LD,9.22813823608429e+22
KI_LD,6.27348045844209e+22
KI_LD,4.26484259940548e+22
KI_LD,2.89932877263167e+22
KI_LD,1.97102404974608e+22
KI_LD,1.3399431762791e+22
KI_LD,9.10921262421042e+21
KI_LD,6.19263235202972e+21
KI_LD,4.20988037379673e+21
KI_LD,2.86196430761307e+21
KI_LD,1.94562290867761e+21
KI_LD,1.3226749518509e+21
KI_LD,8.99181964013178e+20
KI_LD,6.11282615789451e+20
KI_LD,4.15562646184167e+20
KI_LD,2.82508136895994e+20
KI_LD,1.92054911925541e+20
KI_LD,1.30562926788572e+20
KI_LD,88759395324432200000
KI_LD,60340484486200800000
KI_LD,41020717353030200000
KI_LD,27886737511065500000
KI_LD,18957984628067900000
KI_LD,12888032564420500000
KI_LD,8761552804280700000
KI_LD,5956285969832220000
KI_LD,4049207183581180000
KI_LD,2752735328459490000
KI_LD,1871366775025500000
KI_LD,1272194086537500000
KI_LD,864864021003399000
KI_LD,587952563796122000
KI_LD,399702391218960000
KI_LD,271726005435816000
KI_LD,184724994526230000
KI_LD,125579896366356000
KI_LD,85371827520160800
KI_LD,58037545379479700
KI_LD,39455131411667700
KI_LD,26822419599670300
KI_LD,18234439157445100
KI_LD,12396151292290400
KI_LD,8427161676434850
KI_LD,5728959920274180
KI_LD,3894666202840990
KI_LD,2647675152556060
KI_LD,1799944680223120
KI_LD,1223639859472220
KI_LD,831855846447040
KI_LD,565512919351888
KI_LD,384447453553464
KI_LD,261355381011821
KI_LD,177674827933479
KI_LD,120787046144280
KI_LD,82113547973470.7
KI_LD,55822498939388.5
KI_LD,37949296570490.3
KI_LD,25798721582557.9
KI_LD,17538507804614.6
KI_LD,11923042554634.9
KI_LD,8105532403716.22
KI_LD,5510309552750.71
KI_LD,3746023049314.56
KI_LD,2546624369962.84
KI_LD,1731248190673.27
KI_LD,1176938499501.04
KI_LD,800107240247.566
KI_LD,543929512482.314
KI_LD,369774566144.552
KI_LD,251380413306.814
KI_LD,170893607994.169
KI_LD,116177006071.977
KI_LD,78979524377.7263
KI_LD,53691904881.8964
KI_LD,36500857265.5039
KI_LD,24814027437.7748
KI_LD,16869079165.2919
KI_LD,11467939626.7358
KI_LD,7796134009.59473
KI_LD,5299965408.76894
KI_LD,3603019165.47149
KI_LD,2449400779.18309
KI_LD,1665147859.02193
KI_LD,1131997165.38519
KI_LD,769550899.10923
KI_LD,523152973.899873
KI_LD,355647054.217947
KI_LD,241773498.094095
KI_LD,164360282.41712
KI_LD,111733514.823945
KI_LD,75957045.922711
KI_LD,51635721.157347
KI_LD,35101806.6119935
KI_LD,23861904.4171851
KI_LD,16220954.3935898
KI_LD,11026622.5927789
KI_LD,7495531.34559644
KI_LD,5095126.86237656
KI_LD,3463370.392542
KI_LD,2354142.6225214
KI_LD,1600128.46516496
KI_LD,1087585.38122458
KI_LD,739190.372253361
KI_LD,502379.022193316
KI_LD,341418.147326871
KI_LD,232016.632330664
KI_LD,157661.776846351
KI_LD,107128.680822791
KI_LD,72787.0857712703
KI_LD,49450.3428656273
KI_LD,33592.9296838284
KI_LD,22818.5133260774
KI_LD,15498.3394045834
KI_LD,10525.4112083937
KI_LD,7147.38447347341
KI_LD,4852.97369673499
KI_LD,3294.73574329255
KI_LD,2236.58256972904
KI_LD,1518.10445006931
KI_LD,1030.32054027409
KI_LD,699.19727595713
KI_LD,474.446879834879
KI_LD,321.91485564564
KI_LD,218.40688626068
KI_LD,148.173698200291
KI_LD,100.522719580018
KI_LD,68.1954858702518
KI_LD,46.2653961886708
KI_LD,31.3890356425425
KI_LD,21.2977150415756
KI_LD,14.4522003647642
KI_LD,9.80829112125046
KI_LD,6.65768395800592
KI_LD,4.51996085498167
KI_LD,3.06928953461663
KI_LD,2.08468857717719
KI_LD,1.41628688849288
KI_LD,0.962437266707888
KI_LD,0.654194459615262
KI_LD,0.444789125810566
KI_LD,0.302490304523386
KI_LD,0.205765916488533
KI_LD,0.140001453762412
KI_LD,0.0952750722072584
KI_LD,0.0648489004738671
KI_LD,0.0441458791910087
KI_LD,0.0300558393735499
KI_LD,0.0204646899584309
KI_LD,0.0139349598424685
KI_LD,0.00948905545008819
KI_LD,0.00646141899402703
KI_LD,0.00439954426506035
KI_LD,0.00299546682005383
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KI_LD,0
KD_LD,8.45131624204172e+23
KD_LD,5.74538069718603e+23
KD_LD,3.90582938920091e+23
KD_LD,2.65526411940248e+23
KD_LD,1.80510381822609e+23
KD_LD,1.22714714922885e+23
KD_LD,8.34240175360299e+22
KD_LD,5.67133836086841e+22
KD_LD,3.85549386776611e+22
KD_LD,2.62104498418711e+22
KD_LD,1.78184093782849e+22
KD_LD,1.21133255891303e+22
KD_LD,8.23489087679736e+21
KD_LD,5.59825022895544e+21
KD_LD,3.80580703434749e+21
KD_LD,2.58726684058771e+21
KD_LD,1.75887785271078e+21
KD_LD,1.19572177566878e+21
KD_LD,8.12876552288699e+20
KD_LD,5.5261040043466e+20
KD_LD,3.75676052912026e+20
KD_LD,2.55392400542138e+20
KD_LD,1.73621069932688e+20
KD_LD,1.18031217297705e+20
KD_LD,80240078362488900000
KD_LD,5.4548875484177e+19
KD_LD,37083460999949100000
KD_LD,25210108687458800000
KD_LD,17138356639213200000
KD_LD,11651011581674700000
KD_LD,7920600191369780000
KD_LD,5384588878977730000
KD_LD,3660555601228450000
KD_LD,2488521892915310000
KD_LD,1691748981886810000
KD_LD,1150086171981350000
KD_LD,781852518987350000
KD_LD,531519616824515000
KD_LD,361338099204528000
KD_LD,245645161163957000
KD_LD,166994693712206000
KD_LD,113526468813208000
KD_LD,77177656575013800
KD_LD,52466977407653900
KD_LD,35668143351928800
KD_LD,24247946289742500
KD_LD,16484258613177100
KD_LD,11206342127937600
KD_LD,7618304640391290
KD_LD,5179082070650370
KD_LD,3520847794849180
KD_LD,2393545617698370
KD_LD,1627182132669980
KD_LD,1106192283558930
KD_LD,752012539646787
KD_LD,511233777435121
KD_LD,347547363047737
KD_LD,236269931403781
KD_LD,160621217131823
KD_LD,109193646547551
KD_LD,74232113609249.8
KD_LD,50464535805531.2
KD_LD,34306841705594.4
KD_LD,23322504947548
KD_LD,15855124193758.2
KD_LD,10778643336568.5
KD_LD,7327545994926.18
KD_LD,4981418198650.39
KD_LD,3386471698341.53
KD_LD,2302193877946.03
KD_LD,1565079254821.49
KD_LD,1063973398541.97
KD_LD,723311213677.938
KD_LD,491721975529.369
KD_LD,334282796227.096
KD_LD,227252369741.543
KD_LD,154490862120.611
KD_LD,105026078352.098
KD_LD,71398891935.6947
KD_LD,48538433465.6888
KD_LD,32997420416.3233
KD_LD,22432318413.2688
KD_LD,15249944045.6543
KD_LD,10367218101.9445
KD_LD,7047840819.23515
KD_LD,4791260318.43442
KD_LD,3257191035.71047
KD_LD,2214299781.37444
KD_LD,1505321454.93611
KD_LD,1023343982.39334
KD_LD,695686323.263554
KD_LD,472938404.452069
KD_LD,321510239.404491
KD_LD,218566664.432697
KD_LD,148583867.226025
KD_LD,101008443.422093
KD_LD,68665974.6775737
KD_LD,46679147.0334625
KD_LD,31732265.3582531
KD_LD,21571255.0370279
KD_LD,14663752.776334
KD_LD,9968029.30903778
KD_LD,6775898.27933176
KD_LD,4605922.46448949
KD_LD,3130813.16657725
KD_LD,2128074.82809818
KD_LD,1446452.23145865
KD_LD,983120.621766522
KD_LD,668179.091325781
KD_LD,454108.872979826
KD_LD,308606.881018377
KD_LD,209713.816903031
KD_LD,142502.166554915
KD_LD,96824.6450872642
KD_LD,65783.5554328639
KD_LD,44690.2388914337
KD_LD,30357.6998474344
KD_LD,20619.7285362871
KD_LD,14004.0011187573
KD_LD,9509.85584065364
KD_LD,6457.22922286389
KD_LD,4383.9673802613
KD_LD,2976.02281874207
KD_LD,2020.00656892421
KD_LD,1370.93710775953
KD_LD,930.319610751955
KD_LD,631.247295741868
KD_LD,428.275930402682
KD_LD,290.542715611844
KD_LD,197.090318492476
KD_LD,133.689636834226
KD_LD,90.6811190586367
KD_LD,61.5082606146415
KD_LD,41.7214444149605
KD_LD,28.3013589208295
KD_LD,19.199533109687
KD_LD,13.0263612931892
KD_LD,8.839306989495
KD_LD,5.99914095272392
KD_LD,4.07237621259356
KD_LD,2.76506684377809
KD_LD,1.87789609245953
KD_LD,1.27571277245776
KD_LD,0.866871243237361
KD_LD,0.589222106132161
KD_LD,0.400613847746463
KD_LD,0.272453510147483
KD_LD,0.185341540337711
KD_LD,0.126112749439098
KD_LD,0.0858303596980205
KD_LD,0.0584260779371424
KD_LD,0.0397780161707607
KD_LD,0.0270854493245646
KD_LD,0.0184446750100281
KD_LD,0.0125612749872598
KD_LD,0.00855492548982027
KD_LD,0.00582623301730076
KD_LD,0.00396766843783286
KD_LD,0.00270185400938392
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
KD_LD,0
